name,total
"Ashley HauckTorp",4
"Sophia Kirlin VStanton",6
"Joe AbbottVolkman",4
"Kelly ReichertDicki",6
"Ms. Margarita HandHeathcote",8
"Wilson LeuschkeBaumbach",4
"Miss Kristy SchultzZboncak",6
"Ms. Max ZboncakSwift",7
"Pauline LeschDeckow",9
"Tricia JohnsSenger",7
"Emanuel RiceRempel",3
"Stewart VonGerlach",5
"Miss Fredrick GibsonHodkiewicz",6
"Dana SchaeferBechtelar",4
"Janice LangWalsh",6
"Mona BergstromWiza",11
"Casey BeahanEbert",5
"Cynthia SteuberZiemann",3
"Katrina BergnaumJones",4
"Jessica Lockman Jr.Glover",5
"Ron GrimesPaucek",6
"Steven BrakusRoob",6
"Ms. Dana KlingSimonis",2
"Julie Cronin VKoch",5
"Ruth HegmannTowne",5
"Stella KovacekFunk",7
"Ramiro Hintz IRau",13
"Clayton Baumbach DDSDenesik",3
"Walter Wilkinson Sr.Skiles",5
"Ricardo SengerRomaguera",4
"Kristopher BuckridgeKunze",2
"Marta RohanWilliamson",3
"Carolyn YostRunolfsson",8
"Ms. Andrew NicolasDaugherty",5
"Leon FaheyErnser",7
"Alex Ullrich IVLindgren",7
"June Hane IIIO'Kon",3
"Dr. Jimmie UptonBernhard",8
"Kristine ProhaskaLittle",9
"Antoinette SchinnerHessel",2
"Dolores DuBuqueFarrell",6
"Clinton DavisLegros",4
"Dr. Viola FerryStiedemann",5
"Emanuel Bogan DVMWolf",5
"Stuart LindLockman",7
"Jan BauchReilly",4
"Eleanor Krajcik IVHalvorson",3
"Leslie Hessel PhDSporer",8
"Peter BartellGraham",9
"Kayla Ziemann MDChristiansen",5
"Angela Padberg VBartoletti",5
"Catherine SporerKutch",5
"Harriet ArmstrongPagac",4
"Kristin RiceJenkins",7
"Estelle RolfsonBrakus",7
"Al CormierSpinka",6
"Maurice MayertArmstrong",8
"Ray RathWilderman",5
"Renee KemmerGoodwin",4
"Tricia DanielO'Kon",7
"Noah BartolettiStreich",6
"Cristina EbertKozey",6
"Jackie HoppeKirlin",4
"Mildred Hermiston IIIChristiansen",6
"Vanessa Wehner Sr.Dickinson",5
"Lester KuphalMarquardt",3
"Gretchen StammKautzer",2
"Olga DonnellyMcLaughlin",7
"Ramon HintzOndricka",5
"Howard TurnerHowell",8
"Jonathon RyanBraun",7
"Geoffrey WintheiserProsacco",4
"Douglas KiehnWalsh",5
"Tammy SengerSchamberger",4
"Veronica HammesBlanda",7
"Darrell DoyleKreiger",7
"Alma SchroederSchoen",9
"Marguerite Denesik DDSLynch",7
"Hattie SmithWest",5
"Mr. Carole KutchKerluke",6
"Dr. Duane GulgowskiBartell",4
"Jacob WatersKlein",6
"Claude HeidenreichKirlin",5
"Sheryl CrooksLynch",7
"Lionel JohnstonHoppe",3
"Rex CassinTowne",7
"Edwin RatkeBuckridge",5
"Dustin McClureZulauf",6
"Isabel PadbergKirlin",3
"Leticia DouglasLemke",5
"Clifford KuhlmanZiemann",5
"Yvonne WizaHartmann",10
"Sabrina BartellBorer",9
"Lynne WindlerCorkery",3
"Mae FraneckiGibson",3
"Pete Abernathy DVMRatke",8
"Kate MitchellLarson",5
"Joann TrompWeimann",8
"Floyd KovacekSchiller",5
"Bridget MertzConn",3
"Miss Lindsey ConnellyRuecker",3
"Loretta HoweKshlerin",2
"Alexis CruickshankKub",4
"Doris D'AmoreCollins",3
"Vicky AuerKutch",7
"Roland ParisianKautzer",5
"Rogelio NitzscheMacGyver",6
"Peggy HeathcoteMcGlynn",5
"Kyle SatterfieldSchneider",9
"Mitchell SchmidtGreenfelder",7
"Eunice SchowalterRunolfsdottir",10
"Jerry GoldnerJacobs",6
"Kenny ConnMcDermott",4
"Wilson Pollich DDSHintz",6
"Miss John LednerBraun",2
"Miguel RolfsonBaumbach",3
"Valerie EbertRyan",8
"Alfonso SwiftNitzsche",4
"Alfredo LebsackHintz",4
"Diane HerzogWaters",6
"Jane RunolfssonSipes",3
"Orville ThompsonWillms",5
"Tina CarrollSchumm",7
"Mindy WildermanBlick",1
"Jermaine NaderPagac",5
"Mrs. Brittany BahringerMills",8
"Curtis McLaughlinLang",12
"Robyn SchmelerKuhlman",7
"Jeff WuckertSauer",5
"Elsa StammO'Reilly",4
"Stephanie RosenbaumSwaniawski",6
"Tami WillmsFeil",3
"Mrs. Bernard ThielJacobson",6
"Doyle PaucekPadberg",4
"Bruce LarkinEbert",5
"Dawn BrekkeFay",6
"Olivia WisokySchiller",7
"Mr. Alton OrnSchultz",8
"Sharon ProsaccoDaniel",7
"Jim WeberWard",4
"Edward SchimmelDeckow",7
"Jana AnkundingBatz",6
"Mrs. Allen LittleHansen",4
"Kristen YostWunsch",9
"Jason Rowe IIIMacejkovic",4
"Kevin BeerHills",4
"Edwin CroninMcLaughlin",3
"Mr. Guadalupe RomagueraDouglas",5
"Tammy KeeblerPfeffer",8
"Sean DickinsonOkuneva",3
"Krystal StehrAltenwerth",7
"Douglas JacobsonWisozk",5
"Eric WestNitzsche",5
"Carol RauBartell",3
"Nick FriesenAnkunding",3
"Angela KiehnRunolfsdottir",3
"Melody StokesCorkery",5
"Sonya SchimmelKoch",4
"Chelsea BechtelarSpencer",2
"Mrs. Patty CarterWintheiser",4
"Lamar HintzMorar",2
"Dwayne LeschFay",5
"Miss Mark WillBeahan",6
"Louise RobelStamm",4
"Tom DavisSpinka",4
"Rudy NaderKilback",2
"Caroline SporerWalter",6
"Floyd HammesShanahan",5
"Marguerite PowlowskiSchultz",3
"Alexander SchadenJaskolski",4
"Guy WhiteBotsford",3
"Mario BalistreriDurgan",5
"Andy GislasonLangosh",7
"Lisa Tremblay Sr.Collier",5
"Ms. Mamie HoweTorp",8
"Omar DickensLehner",3
"Jerald SatterfieldVandervort",4
"Velma Hickle ISwaniawski",5
"Leo KulasPfeffer",6
"Alfonso LangworthBogan",7
"Dr. Isaac BeerMonahan",4
"Penny StreichGottlieb",6
"Laurence ReichelSteuber",5
"Daisy BahringerCole",5
"Chad LednerHeidenreich",7
"Kristin RatkeYundt",5
"Latoya PacochaHermann",2
"Muriel NienowZboncak",3
"Kristen BoyerTowne",4
"Noel BartolettiBarrows",7
"Vicky Blanda IIBartoletti",5
"Lola SipesRau",6
"Travis MacejkovicGraham",6
"Cathy RogahnToy",5
"Rosemarie McDermott IVSmitham",9
"Grace RogahnKohler",4
"Oliver Halvorson DDSBernhard",8
"Kent HowellTillman",3
"William LangJacobs",5
"Ana Turcotte IIISmith",4
"Mildred HesselLedner",6
"Antoinette BartolettiJast",5
"Kelly KuhicDurgan",8
"Nathaniel SchmelerWill",8
"Debbie TurnerWisozk",5
"Lynda GutkowskiMarvin",4
"Suzanne Stark PhDSchinner",4
"Jimmie HandBradtke",3
"Earl HilllPurdy",8
"Miss Betsy WisozkDooley",3
"Marcos Harvey IIIBahringer",2
"Adrienne WeberSchinner",8
"May MacejkovicMcKenzie",6
"Tyrone ReingerMayert",6
"Keith Lehner VBeier",2
"Stacey Pfeffer IIRatke",6
"Clara BruenUpton",6
"Janie LangUpton",5
"Myra RauBradtke",5
"Bobbie EmardEffertz",6
"Elvira Kshlerin MDSpinka",3
"Gene MurrayJast",12
"Charles HandRohan",4
"Samuel Trantow Jr.Bruen",6
"Fernando RitchieWyman",7
"Grady LindPurdy",3
"Dr. Lowell BrekkeWilliamson",10
"Darnell KleinWeissnat",4
"Peggy FarrellLesch",5
"Rhonda PfefferLabadie",3
"Mr. Maureen AndersonGorczany",5
"Priscilla LarsonCarroll",1
"Harry KunzeDooley",8
"Jerome Stark Sr.Hagenes",3
"Fannie FramiMayer",4
"Danielle Hane IVMoen",9
"Bill SchroederSteuber",7
"Misty ReillyCrist",8
"Betty HoweLittel",4
"Erick Roob DDSJenkins",6
"Kristopher GrantLittle",3
"Janis TrantowEmmerich",5
"Lewis Kassulke IHegmann",6
"Fernando HermistonCrist",3
"Bernice Rath IVCarter",5
"Miss Lela DaughertyPfannerstill",5
"Marion LarkinHagenes",5
"Alexandra BrekkeSawayn",4
"Miss Bryan CummerataDeckow",6
"Ms. Gordon ConnSwaniawski",6
"Peter MayerKutch",10
"Kenny OlsonHand",6
"Pearl NienowPurdy",3
"Colleen McLaughlinSchamberger",3
"Matthew McCullough DDSKilback",5
"Mr. Laurie AbernathyHessel",10
"Terrance RitchieHoeger",4
"Audrey LuettgenTurner",6
"Nicolas RutherfordLubowitz",6
"Sherri BoganSpencer",4
"Erika JonesBoyer",4
"Tracey KozeyMcGlynn",5
"Jasmine KundeDibbert",9
"Blake BalistreriMacGyver",5
"Tonya Lebsack IVLuettgen",6
"Donna WittingKing",6
"Caroline CollierDuBuque",3
"Antonio GleichnerStokes",7
"Phillip Roberts DDSTowne",3
"Terrell Hauck Sr.Lang",4
"Verna ProsaccoRobel",4
"Willie KreigerGulgowski",4
"Ellis Hoppe Jr.Hand",2
"Gene JacobsonMosciski",10
"Cary DoyleBernier",7
"Kelli GreenReinger",5
"Robin ThompsonStroman",3
"Elijah HermannAufderhar",4
"Ms. Sylvia KuphalHammes",4
"Manuel LindgrenHane",4
"Dixie MrazBins",6
"Carl SchaeferMosciski",5
"Gwen DanielPredovic",3
"Olive JaskolskiYost",6
"Matt RohanLockman",6
"Miss Eddie RathHarvey",3
"Ian StrosinFarrell",3
"Brett MurazikD'Amore",5
"Lindsey SchambergerSanford",6
"Lloyd GloverBarrows",7
"Barbara Bednar Sr.Stracke",6
"Sherman ConsidineMacGyver",7
"Terrence KuphalMante",3
"Iris HickleKling",5
"Erin SengerHills",3
"Leslie HarrisO'Conner",3
"Ms. Christine OberbrunnerBergstrom",5
"Kim Beahan PhDMoore",7
"Amos BoehmGusikowski",5
"Kayla WeissnatRowe",8
"Rebecca LueilwitzZulauf",5
"Rolando BoyleSenger",5
"Debbie BlandaMarks",6
"Troy Simonis DVMRunte",7
"Jason Bartoletti MDYundt",5
"Jermaine Block IIIBorer",7
"Marc HarberSteuber",4
"Carole YundtCronin",5
"Pablo BrakusLittle",5
"Rodney RiceRice",6
"Blanche HermannMcClure",2
"Lynn CummerataAufderhar",1
"Mr. Darryl PfannerstillBode",2
"Katrina KuvalisKub",7
"Antoinette WymanHeathcote",6
"Timmy Wyman PhDMcDermott",6
"Ken McDermottSpencer",8
"Ramon FunkGleason",10
"Mr. Clinton JohnstonFeest",6
"Darryl BotsfordTurcotte",5
"Joanna KovacekMcDermott",8
"Tommy WiegandWiza",3
"Wade LockmanAltenwerth",4
"Jeff ArmstrongKerluke",12
"Salvatore ReillyLemke",7
"Roman AbbottVeum",6
"Marie WizaTorp",2
"Betty Grimes MDTowne",6
"Rose Price VO'Connell",4
"Kristina MacGyverMoen",3
"Nichole KeeblerJaskolski",5
"Claude ZiemannEmmerich",6
"Dolores Bednar Sr.Adams",9
"Genevieve KiehnBayer",2
"Velma Rodriguez VRobel",5
"Evan GulgowskiMann",8
"Martin DenesikBauch",2
"Terrance HuelKuhic",1
"Edna ThielMorar",6
"Gabriel WeberReilly",4
"Carlton PourosGrady",10
"Kristine AnkundingWest",4
"Ramon ThompsonHermann",4
"Terri BoscoPrice",10
"Jermaine StoltenbergThiel",5
"Leo KesslerDaniel",6
"Nick ChristiansenParker",4
"Margarita KreigerBartoletti",8
"Ms. Bryan DenesikShields",3
"Bryan TorpDicki",3
"Shawn HoweRyan",6
"Miss Spencer RoobRunolfsdottir",4
"Paul Beier PhDSchinner",2
"Santos WisozkKautzer",8
"Dr. Judith RempelDaugherty",7
"Patrick KlingWehner",6
"Tony GloverLeuschke",4
"Becky BeerReichert",8
"Ricky SchillerYost",5
"Kara MarvinMann",2
"Richard D'AmoreO'Keefe",5
"Wayne GradyWisozk",4
"Roosevelt Abshire MDWillms",3
"Alfredo MosciskiBechtelar",9
"Sonja WehnerBahringer",7
"Noel KlockoJohns",5
"Josephine Block IIINitzsche",5
"Barry CruickshankWelch",4
"Mrs. Alexander TillmanHammes",6
"Guadalupe Kuhn IIMorissette",6
"Aaron BaumbachKautzer",6
"Kelley Bartell MDRobel",3
"Fred MurrayRath",3
"Glenda LebsackJerde",5
"Jordan MaggioOndricka",3
"Krista PfannerstillSchroeder",8
"Shelia KerlukeHuels",5
"Amy JohnsFeest",6
"Allen LegrosAbshire",7
"Alberta KrisSimonis",5
"Constance DooleyBergstrom",6
"Mr. Ray SteuberZieme",5
"Rick ThielBrown",7
"Norma SawaynBeer",4
"Dale Heidenreich VBerge",5
"Ms. Matthew RuntePaucek",5
"Karl JenkinsCummerata",9
"Marta Collier MDBorer",5
"Bobbie KleinFritsch",7
"Angie HermistonRobel",5
"Gertrude KshlerinProsacco",7
"Joey SchadenWilkinson",4
"Miss Edmund EffertzMiller",4
"Ernesto SchinnerHermann",4
"Patricia JakubowskiCarroll",6
"Nina BauchRice",6
"Misty KrajcikBednar",6
"Warren GaylordZieme",4
"Mary JacobsCormier",4
"Karla RunteBraun",4
"Claire LehnerTurner",8
"Wallace PriceEffertz",3
"Teri AndersonMarvin",7
"Stanley HaleyRunolfsdottir",5
"Laurie MurazikStoltenberg",6
"Kelly Pagac IIUllrich",5
"Wesley KerlukeLarson",6
"Troy PaucekOndricka",7
"Randolph WolffConroy",5
"Andrea JacobiBergstrom",4
"Faith ConnRunte",6
"Kate KoeppBecker",4
"Audrey GreenfelderRussel",3
"Cheryl Boehm IIHauck",8
"Dr. Alexandra GrimesHartmann",3
"Danny O'KonKihn",6
"Bernard VonRuedenLarson",6
"Jenny UptonLarkin",2
"Terence HeathcotePouros",3
"Andre SawaynCrona",1
"Terrell HilllRoberts",8
"Christy HagenesReilly",2
"Arthur StrosinLittle",8
"Glenda HermannOsinski",3
"Genevieve FunkMcLaughlin",8
"Lorena SchroederMarquardt",5
"Mrs. Guy SatterfieldErnser",5
"Rita WalterAuer",6
"Frankie StrosinGleichner",5
"Timmy ToyHamill",4
"Georgia Cummerata DVMO'Conner",5
"Dr. Elisa StrosinBaumbach",5
"Mrs. Juanita OndrickaSchmitt",7
"Blanca Nolan MDStiedemann",2
"Dr. Erma MrazCruickshank",3
"Mr. Kelly AuerGibson",6
"Troy ShanahanSchimmel",6
"Mr. Dean MillerBode",8
"Philip VonRuedenGaylord",7
"Tasha EmardAdams",4
"Cedric HeidenreichDurgan",4
"Damon BoyerSimonis",5
"Myron WisokyTromp",4
"Lance Hammes IVReilly",7
"Jeffery ReillyDeckow",5
"Lynette NaderQuitzon",6
"Luke Reilly Sr.Cummerata",7
"Kay RusselBlock",4
"Stella Armstrong Jr.Schmidt",5
"Claude ConsidinePacocha",5
"Mrs. Rafael CorwinHackett",4
"Mr. Dan KertzmannHodkiewicz",8
"Luis RoweKassulke",5
"Adam TrompMcClure",9
"Sylvia Rohan IIRempel",6
"Rose BrakusNolan",6
"Blake BlandaSchmeler",5
"Johnnie HirtheSchaden",4
"Brendan HickleO'Connell",6
"Zachary HomenickKlein",5
"Julius StrosinBraun",1
"Lindsay HudsonCarter",6
"Kellie Ullrich MDSmitham",4
"Stephen GloverSchamberger",6
"Brenda ToyOrn",11
"Devin ZulaufKrajcik",5
"Ms. Albert HerzogLueilwitz",8
"Julius SchmidtMurray",5
"Vincent Schaden VMorissette",7
"Maureen WildermanChamplin",1
"Robin Lockman IIWalsh",5
"Leslie HintzHansen",7
"Genevieve GreenReynolds",4
"Marlon DurganBartoletti",4
"Miriam SchneiderJenkins",4
"William SchowalterStrosin",2
"Leslie O'HaraStark",10
"Gloria Goldner IIHaag",7
"Rebecca RobertsHackett",7
"Guadalupe Ferry IIHeidenreich",2
"Dr. Mary WilkinsonDicki",7
"Amos JastMurphy",5
"Johnnie JaskolskiLubowitz",6
"Rodney HoegerStoltenberg",7
"Mrs. Maggie PurdySawayn",7
"Miss Betty KingGislason",9
"Emanuel GrahamHand",8
"Eddie Ernser DVMConsidine",8
"Cristina ReichelHessel",6
"Kendra ReichertSchmeler",5
"Darren BruenKeebler",4
"Guadalupe HaneUllrich",6
"Vera CartwrightHirthe",6
"Leonard AuerBins",8
"Irvin BaumbachKemmer",4
"Laurence Glover Sr.Towne",4
"Sara Towne MDWyman",12
"Suzanne SimonisFeeney",5
"John WaelchiBailey",3
"Tony KochSmitham",2
"Ian KiehnHoppe",5
"Freddie ParkerLehner",10
"Omar ArmstrongSporer",6
"Jeanne HodkiewiczSchamberger",4
"Ms. Milton RomagueraWelch",6
"Lewis DanielSchmeler",7
"Miss Brandi GusikowskiGleichner",4
"Jeremy PredovicBoyle",2
"Ms. Steve CroninDibbert",4
"Meghan DanielAbshire",6
"Miss Amanda EmmerichBergnaum",6
"Ms. Isabel BinsOndricka",5
"Jodi AltenwerthSteuber",3
"Jan SpinkaMurphy",11
"Robert SpinkaSkiles",7
"Edmund ConnellyPfannerstill",3
"Bradley MurazikZemlak",2
"Mrs. Tracy VonRuedenFeeney",6
"Ms. Roberto FritschWeimann",5
"Carmen HandKassulke",4
"Cory Leffler Sr.Koepp",2
"Jesus NitzscheRohan",4
"Ada Pfeffer IIIBreitenberg",3
"Lynn HuelDach",4
"Carla HaagPrice",10
"Rickey ConnellySchmitt",3
"Omar DenesikTorp",7
"Mrs. Gabriel ProhaskaKreiger",4
"Alexandra MayerKuhic",3
"Hugh HowellGorczany",5
"Rodney RiceGleason",6
"Shannon BoyleParker",3
"Harriet GerlachBotsford",8
"Ms. Anita MillsKling",5
"Jared HirtheRohan",4
"Denise FeeneyTillman",3
"Vickie SchneiderSipes",4
"Jody KiehnGrimes",5
"Elvira WildermanMills",4
"Marion WuckertKautzer",3
"Andrea DurganKeeling",8
"Daniel KlingMcKenzie",6
"Joanne HandBergnaum",3
"Cody KemmerHuels",4
"Carole TorpWisoky",3
"Glen KulasConroy",4
"Morris Turcotte VGrady",6
"Lindsay HomenickDuBuque",7
"Dr. Bridget TreutelOkuneva",5
"Yvette HaleyHuels",5
"Lawrence JohnstonLang",5
"Alejandro WildermanProsacco",5
"Donna BruenBeatty",4
"Ms. Olive FriesenSanford",7
"Mary Jacobi Jr.Koepp",5
"Marie StreichLangworth",7
"Eileen Walker Sr.Bogan",7
"Mr. Horace PurdyEffertz",4
"Marta Daniel IIHaley",6
"Ethel ArmstrongHand",3
"Cora SteuberDooley",5
"George FerryVeum",5
"Lewis RoweKuhlman",5
"Darlene SchmidtBlock",5
"Sophia ReingerZemlak",3
"Jim KohlerCronin",8
"Levi PacochaWintheiser",8
"Ms. Marlon DietrichZiemann",4
"Fredrick WillJenkins",3
"Luther GleichnerMayer",3
"Ms. Gary LarsonMurazik",5
"John LangworthRau",5
"Faith BashirianRoberts",2
"Dorothy HerzogWaelchi",5
"Archie SatterfieldSchoen",4
"Curtis BraunDibbert",7
"Dana FayEmmerich",3
"Rufus Fisher IRolfson",5
"Rudy KoelpinHeller",4
"Vickie YostO'Reilly",5
"Wallace BradtkeRyan",8
"Kurt Gottlieb DVMKerluke",5
"Bruce SchoenBoyle",4
"Delbert McDermottOberbrunner",7
"Trevor Carter DDSHerman",5
"James Hartmann ITillman",8
"Janet HamillMaggio",6
"Simon GreenholtGutkowski",2
"Essie HalvorsonUllrich",4
"Rhonda Weissnat PhDMann",3
"Evan Stracke MDDicki",6
"Travis LockmanGleichner",3
"Brendan JohnsonDibbert",2
"Johnny O'ConnerBlock",12
"Johnnie ManteSchuppe",3
"Mr. Derek KuhicJohnson",3
"Terrell Osinski MDRitchie",8
"Darlene ConsidineUpton",6
"Kelli FriesenRowe",10
"Beulah Hegmann ISchmeler",9
"Johnnie ParisianJakubowski",6
"Maureen LebsackWitting",5
"Isaac ConroyAnkunding",3
"Tasha SchillerDickens",3
"Tasha JacobsonConn",7
"Leigh KuphalHermiston",5
"Luke EbertBlock",10
"Lynn PfefferSchumm",5
"Ms. Eloise BrekkeJaskolski",11
"Bruce SengerBrekke",7
"Kristopher KochKub",5
"Ida ReynoldsAnkunding",8
"Dr. Ivan BrownKozey",3
"Danny SchambergerMueller",7
"Johanna YostConnelly",5
"Miss Emma DenesikKuhic",5
"Pedro WalshAbbott",4
"Ms. Herbert BlandaSpencer",7
"Delbert Yundt DDSBednar",4
"Rochelle BeattyPagac",9
"Debra StrosinPagac",7
"Santos TurcotteSteuber",8
"Allen Dibbert IWhite",3
"Marshall JerdeSipes",2
"Tony BaileyBosco",5
"Santos MillsHackett",4
"Guillermo KuphalPollich",3
"Bessie BaumbachMuller",7
"Tiffany HackettJohns",6
"Lillie GerlachWilderman",3
"Earnest BorerRussel",3
"Dawn SauerBernier",5
"Omar HandKrajcik",4
"Willis MayerKautzer",6
"Susie SchusterKlein",8
"Glen TremblayBrekke",5
"Darryl ZiemeStiedemann",2
"Josephine DibbertBorer",5
"Ernesto DuBuque IIIWelch",5
"Jeanne MertzTremblay",7
"Gina PacochaVon",5
"Dr. Blanche UllrichCartwright",4
"Albert LangworthSporer",12
"Katie VonRuedenDuBuque",5
"Louis RusselStanton",6
"Allan MarksZieme",6
"Mrs. Jacquelyn GreenholtPouros",2
"Rachael KrisLehner",4
"Sylvester DickiWiza",7
"Terrell HagenesGusikowski",3
"Yolanda GoldnerJohns",7
"Sheryl KovacekKemmer",4
"Leah HackettBlanda",5
"Stanley KohlerAdams",8
"Jerry Hoppe VMarks",4
"Ida Toy Jr.Schuppe",3
"Bobby KshlerinDickinson",2
"Shawn MorarRempel",6
"Wade HarrisRippin",10
"Edith GoodwinCruickshank",1
"Justin WehnerKulas",3
"Bessie WaelchiHartmann",4
"Jacqueline BergstromBraun",6
"Anne RueckerEmmerich",3
"Carroll SchroederHuels",2
"Leroy LynchParker",4
"Wilson AnkundingBailey",3
"Mr. Gwen MorissetteRodriguez",3
"Vanessa GreenMiller",7
"Verna GerlachLegros",3
"Tammy MayertLynch",5
"Georgia HarveyWitting",8
"Dr. Gary PourosGreen",7
"Mrs. Gene FramiTreutel",6
"Kristie KuhnD'Amore",5
"Rachael HarrisCronin",7
"Hector RunolfsdottirCole",3
"Debra MooreBradtke",9
"Casey EbertWilkinson",4
"Denise MitchellOrtiz",6
"Traci FerryWalker",4
"Freddie HermistonWolff",2
"Kristopher YostLebsack",4
"Monique GloverBergstrom",7
"Alvin GutmannWolff",7
"Willard ZemlakDeckow",4
"Earl SmithamBerge",5
"Karl KuhnGutkowski",6
"Oscar McLaughlinCormier",4
"Bradford StokesRippin",3
"Abraham WardWuckert",4
"Doyle CarrollReilly",5
"Rex Nicolas DDSBernier",4
"Marjorie Ebert IIBins",3
"Alison WisozkDickinson",3
"Delbert SchowalterDoyle",4
"Alicia HudsonHeidenreich",8
"Dawn McLaughlinZulauf",5
"Cody RobertsRyan",5
"Marsha Leannon IVBednar",9
"Betty SchoenProhaska",5
"Leah HudsonStreich",3
"Patricia AbshireOrtiz",2
"Elizabeth ZiemannO'Keefe",2
"Randolph SpencerMoore",6
"Mr. Dianna BeerJohnston",5
"Jose HudsonGerhold",7
"Albert DavisAbbott",3
"Bert HettingerKing",2
"Ernestine VolkmanGorczany",3
"Ramiro OkunevaMann",5
"Cesar GaylordConn",6
"Louis CollierGulgowski",6
"Christy AnkundingUpton",4
"Clara JerdeHartmann",3
"Bruce Ondricka Jr.Cummings",6
"Kristin HalvorsonRodriguez",8
"Kent MorissetteDaniel",4
"Beverly MonahanHirthe",5
"Miss Joshua SchusterSmitham",4
"Mr. Craig RueckerHowell",8
"Abraham WolfWelch",5
"Joshua DickinsonBednar",5
"Paulette GleasonBauch",3
"Courtney KshlerinEmmerich",6
"Kathy ConnellyAuer",3
"Bradford TurcotteCummerata",2
"Gwendolyn Mraz MDBlock",3
"Lula RunolfsdottirZulauf",5
"Tyrone WeissnatGottlieb",4
"Kristina Wiegand IIIReinger",7
"Eugene LegrosSchroeder",4
"Mrs. Donna LegrosO'Connell",3
"Corey RyanGulgowski",5
"Alvin BoganMayert",5
"Sabrina TrompKuhic",7
"Chad KonopelskiDickens",8
"Janice RunolfssonCremin",5
"Joanne MitchellRunte",3
"Dustin PaucekO'Keefe",9
"Florence PowlowskiReilly",3
"Cassandra LarkinCarter",9
"Olivia SchulistPrice",9
"Beulah LeschMcLaughlin",10
"Colleen LakinWitting",7
"Lillian TurnerJakubowski",5
"Kathryn Corkery DDSHoppe",6
"Ms. Julio FlatleyHartmann",4
"Cristina MoenCummings",6
"Kelvin RogahnBrown",3
"Rudy WehnerRowe",4
"Julia CollierChamplin",3
"Ms. Gabriel CartwrightSchiller",6
"Tracy HettingerSchuster",5
"Gina FayRolfson",1
"Teresa StoltenbergVon",3
"Lucia FeestUllrich",5
"Shirley SchmidtKshlerin",4
"Stewart DenesikO'Connell",5
"Ms. Denise BoyleMayer",6
"Ms. Alejandro ParisianGutmann",9
"Della HahnJenkins",5
"Beverly AuerLesch",3
"Erica KutchJohnston",8
"Raquel Anderson IMills",5
"Lori GoodwinVon",3
"Otis Krajcik DVMHirthe",2
"Hugo HellerErdman",7
"Nora McGlynnSpinka",7
"Melinda HowellTorphy",4
"Kurt PagacSmitham",7
"Mrs. Darin DareSchuster",4
"Donnie FeeneyLockman",6
"Roosevelt MitchellUpton",2
"Jonathan MurphyGerlach",6
"Teri PourosDaniel",3
"Leticia BergstromPurdy",8
"Hilda BergnaumKuhlman",5
"Terrell MullerBrekke",5
"Jane StreichBosco",5
"Roxanne LynchHarris",4
"Willie HoppeVandervort",4
"Ms. Kellie GoodwinTorp",4
"Essie LarsonDonnelly",6
"Arthur SchneiderBailey",3
"Mr. Jean VolkmanHoeger",4
"Melody BalistreriBernier",4
"Mr. Randal BruenPadberg",5
"Jeffery RueckerHarber",4
"Ms. Calvin RolfsonHane",3
"Pablo OrnVeum",4
"Phil WillAnkunding",5
"Cecelia RomagueraThiel",2
"Nathaniel BeerLarson",7
"Judith LakinJaskolski",7
"Ollie HagenesLeuschke",5
"Mrs. Jonathan JohnsTorphy",4
"Ms. Jaime KlockoSawayn",6
"Drew Hoeger DVMDavis",5
"Shelly DooleyJohns",6
"Miss Mandy SmithamMuller",6
"Melanie HodkiewiczHintz",5
"Rudolph VolkmanHermiston",4
"Susan TreutelGibson",7
"Jeanne LarsonWelch",7
"Joyce RueckerKris",8
"Marcos RunolfsdottirCronin",4
"Candice RempelMann",6
"Miss Tracey LindBlock",4
"Juan KeeblerHayes",6
"Melba HarveyStamm",3
"Nadine KleinCrona",5
"Ann KonopelskiKshlerin",5
"Norman HesselHarvey",5
"Horace MillerBruen",4
"Nicolas DibbertLarson",6
"Herbert BatzMorissette",8
"Jody HaagTreutel",7
"Kristine EmmerichLittel",3
"Josh ThompsonKling",8
"Justin StromanKshlerin",3
"Roderick SanfordWalker",2
"Jimmy RippinHalvorson",5
"Maryann DanielOlson",2
"Mr. Evelyn PriceGibson",5
"Katie WestWeimann",8
"Edgar VandervortKiehn",4
"Stephanie BaileyLarson",3
"Santos Kutch Jr.Murazik",3
"Miss Guy NaderSawayn",2
"Bernice Tremblay DVMBraun",5
"Miss Warren KuhnRenner",2
"Krista LebsackEffertz",6
"Miss Isabel HayesHintz",7
"Cecilia O'KonGibson",5
"Charlotte Streich IIIZiemann",7
"Robert GutkowskiChamplin",1
"Garry WalterMcDermott",3
"Mrs. Chris LittleRolfson",4
"Mrs. Spencer BernierRohan",6
"Dan ConnUpton",4
"Franklin BrekkeGoldner",4
"Jasmine PowlowskiWilkinson",6
"Alejandro KreigerHilll",4
"Randal WehnerRaynor",3
"Gina BreitenbergMurazik",8
"Jermaine VonFritsch",5
"Ginger CollinsBoyle",5
"Lisa TrantowEffertz",8
"Roger TorpCollins",6
"Ignacio Lockman IIMayer",4
"Olive MarvinDenesik",7
"Cheryl LittleBecker",6
"Gerard KundeWehner",5
"Dana BalistreriBradtke",5
"Alfonso BruenFarrell",2
"Lana WolffHerman",4
"Mrs. Katie RathHarvey",7
"Edna TreutelStokes",7
"Mr. Bruce RoobMarvin",3
"Ronald KozeyLehner",4
